,sg_value,integer,quadrated
"(16, 3, 3, 2, 1, 1, 1, 1)",1,28,FALSE
"(7, 4, 4, 4, 3, 2, 1, 1, 1, 1)",6,28,FALSE
"(6, 5, 4, 4, 3, 2, 1, 1, 1, 1)",3,28,FALSE
"(11, 4, 4, 3, 2, 1, 1, 1, 1)",5,28,FALSE
"(5, 5, 5, 4, 3, 2, 1, 1, 1, 1)",1,28,FALSE
"(10, 5, 4, 3, 2, 1, 1, 1, 1)",5,28,FALSE
"(9, 6, 4, 3, 2, 1, 1, 1, 1)",0,28,FALSE
"(8, 7, 4, 3, 2, 1, 1, 1, 1)",0,28,FALSE
"(15, 4, 3, 2, 1, 1, 1, 1)",2,28,FALSE
"(9, 5, 5, 3, 2, 1, 1, 1, 1)",0,28,FALSE
"(8, 6, 5, 3, 2, 1, 1, 1, 1)",7,28,FALSE
"(7, 7, 5, 3, 2, 1, 1, 1, 1)",7,28,FALSE
"(14, 5, 3, 2, 1, 1, 1, 1)",1,28,FALSE
"(7, 6, 6, 3, 2, 1, 1, 1, 1)",0,28,FALSE
"(13, 6, 3, 2, 1, 1, 1, 1)",2,28,FALSE
"(12, 7, 3, 2, 1, 1, 1, 1)",1,28,FALSE
"(11, 8, 3, 2, 1, 1, 1, 1)",2,28,FALSE
"(10, 9, 3, 2, 1, 1, 1, 1)",5,28,FALSE
"(19, 3, 2, 1, 1, 1, 1)",3,28,FALSE
"(6, 4, 4, 4, 4, 2, 1, 1, 1, 1)",6,28,FALSE
"(5, 5, 4, 4, 4, 2, 1, 1, 1, 1)",0,28,FALSE
"(10, 4, 4, 4, 2, 1, 1, 1, 1)",3,28,FALSE
"(9, 5, 4, 4, 2, 1, 1, 1, 1)",0,28,FALSE
"(8, 6, 4, 4, 2, 1, 1, 1, 1)",3,28,FALSE
"(7, 7, 4, 4, 2, 1, 1, 1, 1)",2,28,FALSE
"(14, 4, 4, 2, 1, 1, 1, 1)",5,28,FALSE
"(8, 5, 5, 4, 2, 1, 1, 1, 1)",3,28,FALSE
"(7, 6, 5, 4, 2, 1, 1, 1, 1)",4,28,FALSE
"(13, 5, 4, 2, 1, 1, 1, 1)",5,28,FALSE
"(6, 6, 6, 4, 2, 1, 1, 1, 1)",3,28,FALSE
"(12, 6, 4, 2, 1, 1, 1, 1)",7,28,FALSE
"(11, 7, 4, 2, 1, 1, 1, 1)",3,28,FALSE
"(10, 8, 4, 2, 1, 1, 1, 1)",0,28,FALSE
"(9, 9, 4, 2, 1, 1, 1, 1)",1,28,FALSE
"(18, 4, 2, 1, 1, 1, 1)",3,28,FALSE
"(7, 5, 5, 5, 2, 1, 1, 1, 1)",0,28,FALSE
"(6, 6, 5, 5, 2, 1, 1, 1, 1)",3,28,FALSE
"(12, 5, 5, 2, 1, 1, 1, 1)",7,28,FALSE
"(11, 6, 5, 2, 1, 1, 1, 1)",2,28,FALSE
"(10, 7, 5, 2, 1, 1, 1, 1)",6,28,FALSE
"(9, 8, 5, 2, 1, 1, 1, 1)",2,28,FALSE
"(17, 5, 2, 1, 1, 1, 1)",0,28,FALSE
"(10, 6, 6, 2, 1, 1, 1, 1)",1,28,FALSE
"(9, 7, 6, 2, 1, 1, 1, 1)",2,28,FALSE
"(8, 8, 6, 2, 1, 1, 1, 1)",1,28,FALSE
"(16, 6, 2, 1, 1, 1, 1)",3,28,FALSE
"(8, 7, 7, 2, 1, 1, 1, 1)",1,28,FALSE
"(15, 7, 2, 1, 1, 1, 1)",0,28,FALSE
"(14, 8, 2, 1, 1, 1, 1)",3,28,FALSE
"(13, 9, 2, 1, 1, 1, 1)",0,28,FALSE
"(12, 10, 2, 1, 1, 1, 1)",0,28,FALSE
"(11, 11, 2, 1, 1, 1, 1)",6,28,FALSE
"(22, 2, 1, 1, 1, 1)",1,28,FALSE
"(3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 1, 1)",2,28,FALSE
"(6, 3, 3, 3, 3, 3, 3, 1, 1, 1, 1)",0,28,FALSE
"(5, 4, 3, 3, 3, 3, 3, 1, 1, 1, 1)",1,28,FALSE
"(9, 3, 3, 3, 3, 3, 1, 1, 1, 1)",0,28,FALSE
"(4, 4, 4, 3, 3, 3, 3, 1, 1, 1, 1)",0,28,FALSE
"(8, 4, 3, 3, 3, 3, 1, 1, 1, 1)",1,28,FALSE
"(7, 5, 3, 3, 3, 3, 1, 1, 1, 1)",7,28,FALSE
"(6, 6, 3, 3, 3, 3, 1, 1, 1, 1)",3,28,FALSE
"(12, 3, 3, 3, 3, 1, 1, 1, 1)",0,28,FALSE
"(7, 4, 4, 3, 3, 3, 1, 1, 1, 1)",4,28,FALSE
"(6, 5, 4, 3, 3, 3, 1, 1, 1, 1)",3,28,FALSE
"(11, 4, 3, 3, 3, 1, 1, 1, 1)",1,28,FALSE
"(5, 5, 5, 3, 3, 3, 1, 1, 1, 1)",4,28,FALSE
"(10, 5, 3, 3, 3, 1, 1, 1, 1)",5,28,FALSE
"(9, 6, 3, 3, 3, 1, 1, 1, 1)",5,28,FALSE
"(8, 7, 3, 3, 3, 1, 1, 1, 1)",5,28,FALSE
"(15, 3, 3, 3, 1, 1, 1, 1)",0,28,FALSE
"(6, 4, 4, 4, 3, 3, 1, 1, 1, 1)",5,28,FALSE
"(5, 5, 4, 4, 3, 3, 1, 1, 1, 1)",1,28,FALSE
"(10, 4, 4, 3, 3, 1, 1, 1, 1)",4,28,FALSE
"(9, 5, 4, 3, 3, 1, 1, 1, 1)",0,28,FALSE
"(8, 6, 4, 3, 3, 1, 1, 1, 1)",7,28,FALSE
"(7, 7, 4, 3, 3, 1, 1, 1, 1)",5,28,FALSE
"(14, 4, 3, 3, 1, 1, 1, 1)",1,28,FALSE
"(8, 5, 5, 3, 3, 1, 1, 1, 1)",0,28,FALSE
"(7, 6, 5, 3, 3, 1, 1, 1, 1)",1,28,FALSE
"(13, 5, 3, 3, 1, 1, 1, 1)",10,28,FALSE
"(6, 6, 6, 3, 3, 1, 1, 1, 1)",0,28,FALSE
"(12, 6, 3, 3, 1, 1, 1, 1)",5,28,FALSE
"(11, 7, 3, 3, 1, 1, 1, 1)",5,28,FALSE
"(10, 8, 3, 3, 1, 1, 1, 1)",3,28,FALSE
"(9, 9, 3, 3, 1, 1, 1, 1)",2,28,FALSE
"(18, 3, 3, 1, 1, 1, 1)",0,28,FALSE
"(5, 4, 4, 4, 4, 3, 1, 1, 1, 1)",6,28,FALSE
"(9, 4, 4, 4, 3, 1, 1, 1, 1)",1,28,FALSE
"(8, 5, 4, 4, 3, 1, 1, 1, 1)",3,28,FALSE
"(7, 6, 4, 4, 3, 1, 1, 1, 1)",0,28,FALSE
"(13, 4, 4, 3, 1, 1, 1, 1)",0,28,FALSE
"(7, 5, 5, 4, 3, 1, 1, 1, 1)",1,28,FALSE
"(6, 6, 5, 4, 3, 1, 1, 1, 1)",4,28,FALSE
"(12, 5, 4, 3, 1, 1, 1, 1)",5,28,FALSE
"(11, 6, 4, 3, 1, 1, 1, 1)",3,28,FALSE
"(10, 7, 4, 3, 1, 1, 1, 1)",0,28,FALSE
"(9, 8, 4, 3, 1, 1, 1, 1)",4,28,FALSE
"(17, 4, 3, 1, 1, 1, 1)",1,28,FALSE
"(6, 5, 5, 5, 3, 1, 1, 1, 1)",7,28,FALSE
"(11, 5, 5, 3, 1, 1, 1, 1)",4,28,FALSE
"(10, 6, 5, 3, 1, 1, 1, 1)",8,28,FALSE
"(9, 7, 5, 3, 1, 1, 1, 1)",2,28,FALSE
"(8, 8, 5, 3, 1, 1, 1, 1)",3,28,FALSE
"(16, 5, 3, 1, 1, 1, 1)",4,28,FALSE
"(9, 6, 6, 3, 1, 1, 1, 1)",6,28,FALSE
"(8, 7, 6, 3, 1, 1, 1, 1)",3,28,FALSE
"(15, 6, 3, 1, 1, 1, 1)",5,28,FALSE
"(7, 7, 7, 3, 1, 1, 1, 1)",5,28,FALSE
"(14, 7, 3, 1, 1, 1, 1)",6,28,FALSE
"(13, 8, 3, 1, 1, 1, 1)",5,28,FALSE
"(12, 9, 3, 1, 1, 1, 1)",6,28,FALSE
"(11, 10, 3, 1, 1, 1, 1)",1,28,FALSE
"(21, 3, 1, 1, 1, 1)",5,28,FALSE
"(4, 4, 4, 4, 4, 4, 1, 1, 1, 1)",3,28,FALSE
"(8, 4, 4, 4, 4, 1, 1, 1, 1)",4,28,FALSE
"(7, 5, 4, 4, 4, 1, 1, 1, 1)",8,28,FALSE
"(6, 6, 4, 4, 4, 1, 1, 1, 1)",0,28,FALSE
"(12, 4, 4, 4, 1, 1, 1, 1)",4,28,FALSE
"(6, 5, 5, 4, 4, 1, 1, 1, 1)",0,28,FALSE
"(11, 5, 4, 4, 1, 1, 1, 1)",3,28,FALSE
"(10, 6, 4, 4, 1, 1, 1, 1)",4,28,FALSE
"(9, 7, 4, 4, 1, 1, 1, 1)",7,28,FALSE
"(8, 8, 4, 4, 1, 1, 1, 1)",3,28,FALSE
"(16, 4, 4, 1, 1, 1, 1)",0,28,FALSE
"(5, 5, 5, 5, 4, 1, 1, 1, 1)",6,28,FALSE
"(10, 5, 5, 4, 1, 1, 1, 1)",5,28,FALSE
"(9, 6, 5, 4, 1, 1, 1, 1)",8,28,FALSE
"(8, 7, 5, 4, 1, 1, 1, 1)",6,28,FALSE
"(15, 5, 4, 1, 1, 1, 1)",0,28,FALSE
"(8, 6, 6, 4, 1, 1, 1, 1)",5,28,FALSE
"(7, 7, 6, 4, 1, 1, 1, 1)",1,28,FALSE
"(14, 6, 4, 1, 1, 1, 1)",7,28,FALSE
"(13, 7, 4, 1, 1, 1, 1)",0,28,FALSE
"(12, 8, 4, 1, 1, 1, 1)",3,28,FALSE
"(11, 9, 4, 1, 1, 1, 1)",7,28,FALSE
"(10, 10, 4, 1, 1, 1, 1)",0,28,FALSE
"(20, 4, 1, 1, 1, 1)",5,28,FALSE
"(9, 5, 5, 5, 1, 1, 1, 1)",4,28,FALSE
"(8, 6, 5, 5, 1, 1, 1, 1)",1,28,FALSE
"(7, 7, 5, 5, 1, 1, 1, 1)",2,28,FALSE
"(14, 5, 5, 1, 1, 1, 1)",0,28,FALSE
"(7, 6, 6, 5, 1, 1, 1, 1)",6,28,FALSE
"(13, 6, 5, 1, 1, 1, 1)",8,28,FALSE
"(12, 7, 5, 1, 1, 1, 1)",11,28,FALSE
"(11, 8, 5, 1, 1, 1, 1)",4,28,FALSE
"(10, 9, 5, 1, 1, 1, 1)",6,28,FALSE
"(19, 5, 1, 1, 1, 1)",5,28,FALSE
"(6, 6, 6, 6, 1, 1, 1, 1)",3,28,FALSE
"(12, 6, 6, 1, 1, 1, 1)",0,28,FALSE
"(11, 7, 6, 1, 1, 1, 1)",0,28,FALSE
"(10, 8, 6, 1, 1, 1, 1)",6,28,FALSE
"(9, 9, 6, 1, 1, 1, 1)",5,28,FALSE
"(18, 6, 1, 1, 1, 1)",5,28,FALSE
"(10, 7, 7, 1, 1, 1, 1)",0,28,FALSE
"(9, 8, 7, 1, 1, 1, 1)",1,28,FALSE
"(17, 7, 1, 1, 1, 1)",5,28,FALSE
"(8, 8, 8, 1, 1, 1, 1)",0,28,FALSE
"(16, 8, 1, 1, 1, 1)",5,28,FALSE
"(15, 9, 1, 1, 1, 1)",5,28,FALSE
"(14, 10, 1, 1, 1, 1)",5,28,FALSE
"(13, 11, 1, 1, 1, 1)",2,28,FALSE
"(12, 12, 1, 1, 1, 1)",3,28,FALSE
"(24, 1, 1, 1, 1)",0,28,FALSE
"(3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1)",2,28,FALSE
"(5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1)",5,28,FALSE
"(4, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1)",3,28,FALSE
"(7, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1)",5,28,FALSE
"(3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1)",1,28,FALSE
"(6, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1)",7,28,FALSE
"(5, 4, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1)",2,28,FALSE
"(9, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1)",5,28,FALSE
"(5, 3, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1)",5,28,FALSE
"(4, 4, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1)",1,28,FALSE
"(8, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1)",0,28,FALSE
"(7, 4, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1)",3,28,FALSE
"(6, 5, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1)",3,28,FALSE
"(11, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1)",5,28,FALSE
"(4, 3, 3, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1)",3,28,FALSE
"(7, 3, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1)",6,28,FALSE
"(6, 4, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1)",5,28,FALSE
"(5, 5, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1)",1,28,FALSE
"(10, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1)",7,28,FALSE
"(5, 4, 4, 2, 2, 2, 2, 2, 2, 1, 1, 1)",6,28,FALSE
"(9, 4, 2, 2, 2, 2, 2, 2, 1, 1, 1)",0,28,FALSE
"(8, 5, 2, 2, 2, 2, 2, 2, 1, 1, 1)",3,28,FALSE
"(7, 6, 2, 2, 2, 2, 2, 2, 1, 1, 1)",2,28,FALSE
"(13, 2, 2, 2, 2, 2, 2, 1, 1, 1)",5,28,FALSE
"(3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1)",2,28,FALSE
"(6, 3, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1)",0,28,FALSE
"(5, 4, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1)",1,28,FALSE
"(9, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1)",5,28,FALSE
"(4, 4, 4, 3, 2, 2, 2, 2, 2, 1, 1, 1)",5,28,FALSE
"(8, 4, 3, 2, 2, 2, 2, 2, 1, 1, 1)",2,28,FALSE
"(7, 5, 3, 2, 2, 2, 2, 2, 1, 1, 1)",1,28,FALSE
"(6, 6, 3, 2, 2, 2, 2, 2, 1, 1, 1)",1,28,FALSE
"(12, 3, 2, 2, 2, 2, 2, 1, 1, 1)",0,28,FALSE
"(7, 4, 4, 2, 2, 2, 2, 2, 1, 1, 1)",2,28,FALSE
"(6, 5, 4, 2, 2, 2, 2, 2, 1, 1, 1)",4,28,FALSE
"(11, 4, 2, 2, 2, 2, 2, 1, 1, 1)",3,28,FALSE
"(5, 5, 5, 2, 2, 2, 2, 2, 1, 1, 1)",5,28,FALSE
"(10, 5, 2, 2, 2, 2, 2, 1, 1, 1)",0,28,FALSE
"(9, 6, 2, 2, 2, 2, 2, 1, 1, 1)",3,28,FALSE
"(8, 7, 2, 2, 2, 2, 2, 1, 1, 1)",3,28,FALSE
"(15, 2, 2, 2, 2, 2, 1, 1, 1)",5,28,FALSE
"(5, 3, 3, 3, 3, 2, 2, 2, 2, 1, 1, 1)",4,28,FALSE
"(4, 4, 3, 3, 3, 2, 2, 2, 2, 1, 1, 1)",0,28,FALSE
"(8, 3, 3, 3, 2, 2, 2, 2, 1, 1, 1)",3,28,FALSE
"(7, 4, 3, 3, 2, 2, 2, 2, 1, 1, 1)",0,28,FALSE
"(6, 5, 3, 3, 2, 2, 2, 2, 1, 1, 1)",3,28,FALSE
"(11, 3, 3, 2, 2, 2, 2, 1, 1, 1)",6,28,FALSE
"(6, 4, 4, 3, 2, 2, 2, 2, 1, 1, 1)",7,28,FALSE
"(5, 5, 4, 3, 2, 2, 2, 2, 1, 1, 1)",2,28,FALSE
"(10, 4, 3, 2, 2, 2, 2, 1, 1, 1)",1,28,FALSE
"(9, 5, 3, 2, 2, 2, 2, 1, 1, 1)",2,28,FALSE
"(8, 6, 3, 2, 2, 2, 2, 1, 1, 1)",0,28,FALSE
"(7, 7, 3, 2, 2, 2, 2, 1, 1, 1)",1,28,FALSE
"(14, 3, 2, 2, 2, 2, 1, 1, 1)",7,28,FALSE
"(5, 4, 4, 4, 2, 2, 2, 2, 1, 1, 1)",2,28,FALSE
"(9, 4, 4, 2, 2, 2, 2, 1, 1, 1)",4,28,FALSE
"(8, 5, 4, 2, 2, 2, 2, 1, 1, 1)",0,28,FALSE
"(7, 6, 4, 2, 2, 2, 2, 1, 1, 1)",3,28,FALSE
"(13, 4, 2, 2, 2, 2, 1, 1, 1)",0,28,FALSE
"(7, 5, 5, 2, 2, 2, 2, 1, 1, 1)",7,28,FALSE
"(6, 6, 5, 2, 2, 2, 2, 1, 1, 1)",1,28,FALSE
"(12, 5, 2, 2, 2, 2, 1, 1, 1)",3,28,FALSE
"(11, 6, 2, 2, 2, 2, 1, 1, 1)",0,28,FALSE
"(10, 7, 2, 2, 2, 2, 1, 1, 1)",3,28,FALSE
"(9, 8, 2, 2, 2, 2, 1, 1, 1)",2,28,FALSE
"(17, 2, 2, 2, 2, 1, 1, 1)",5,28,FALSE
"(4, 3, 3, 3, 3, 3, 2, 2, 2, 1, 1, 1)",0,28,FALSE
"(7, 3, 3, 3, 3, 2, 2, 2, 1, 1, 1)",4,28,FALSE
"(6, 4, 3, 3, 3, 2, 2, 2, 1, 1, 1)",5,28,FALSE
"(5, 5, 3, 3, 3, 2, 2, 2, 1, 1, 1)",2,28,FALSE
"(10, 3, 3, 3, 2, 2, 2, 1, 1, 1)",0,28,FALSE
"(5, 4, 4, 3, 3, 2, 2, 2, 1, 1, 1)",7,28,FALSE
"(9, 4, 3, 3, 2, 2, 2, 1, 1, 1)",3,28,FALSE
"(8, 5, 3, 3, 2, 2, 2, 1, 1, 1)",4,28,FALSE
"(7, 6, 3, 3, 2, 2, 2, 1, 1, 1)",1,28,FALSE
"(13, 3, 3, 2, 2, 2, 1, 1, 1)",8,28,FALSE
"(4, 4, 4, 4, 3, 2, 2, 2, 1, 1, 1)",4,28,FALSE
"(8, 4, 4, 3, 2, 2, 2, 1, 1, 1)",0,28,FALSE
"(7, 5, 4, 3, 2, 2, 2, 1, 1, 1)",8,28,FALSE
"(6, 6, 4, 3, 2, 2, 2, 1, 1, 1)",6,28,FALSE
"(12, 4, 3, 2, 2, 2, 1, 1, 1)",2,28,FALSE
"(6, 5, 5, 3, 2, 2, 2, 1, 1, 1)",3,28,FALSE
"(11, 5, 3, 2, 2, 2, 1, 1, 1)",1,28,FALSE
"(10, 6, 3, 2, 2, 2, 1, 1, 1)",6,28,FALSE
"(9, 7, 3, 2, 2, 2, 1, 1, 1)",1,28,FALSE
"(8, 8, 3, 2, 2, 2, 1, 1, 1)",1,28,FALSE
"(16, 3, 2, 2, 2, 1, 1, 1)",0,28,FALSE
"(7, 4, 4, 4, 2, 2, 2, 1, 1, 1)",3,28,FALSE
"(6, 5, 4, 4, 2, 2, 2, 1, 1, 1)",3,28,FALSE
"(11, 4, 4, 2, 2, 2, 1, 1, 1)",2,28,FALSE
"(5, 5, 5, 4, 2, 2, 2, 1, 1, 1)",1,28,FALSE
"(10, 5, 4, 2, 2, 2, 1, 1, 1)",3,28,FALSE
"(9, 6, 4, 2, 2, 2, 1, 1, 1)",1,28,FALSE
"(8, 7, 4, 2, 2, 2, 1, 1, 1)",4,28,FALSE
"(15, 4, 2, 2, 2, 1, 1, 1)",3,28,FALSE
"(9, 5, 5, 2, 2, 2, 1, 1, 1)",5,28,FALSE
"(8, 6, 5, 2, 2, 2, 1, 1, 1)",4,28,FALSE
"(7, 7, 5, 2, 2, 2, 1, 1, 1)",5,28,FALSE
"(14, 5, 2, 2, 2, 1, 1, 1)",0,28,FALSE
"(7, 6, 6, 2, 2, 2, 1, 1, 1)",8,28,FALSE
"(13, 6, 2, 2, 2, 1, 1, 1)",3,28,FALSE
"(12, 7, 2, 2, 2, 1, 1, 1)",0,28,FALSE
"(11, 8, 2, 2, 2, 1, 1, 1)",3,28,FALSE
"(10, 9, 2, 2, 2, 1, 1, 1)",3,28,FALSE
"(19, 2, 2, 2, 1, 1, 1)",5,28,FALSE
"(3, 3, 3, 3, 3, 3, 3, 2, 2, 1, 1, 1)",10,28,FALSE
"(6, 3, 3, 3, 3, 3, 2, 2, 1, 1, 1)",4,28,FALSE
"(5, 4, 3, 3, 3, 3, 2, 2, 1, 1, 1)",2,28,FALSE
"(9, 3, 3, 3, 3, 2, 2, 1, 1, 1)",4,28,FALSE
"(4, 4, 4, 3, 3, 3, 2, 2, 1, 1, 1)",3,28,FALSE
"(8, 4, 3, 3, 3, 2, 2, 1, 1, 1)",6,28,FALSE
"(7, 5, 3, 3, 3, 2, 2, 1, 1, 1)",7,28,FALSE
"(6, 6, 3, 3, 3, 2, 2, 1, 1, 1)",0,28,FALSE
"(12, 3, 3, 3, 2, 2, 1, 1, 1)",3,28,FALSE
"(7, 4, 4, 3, 3, 2, 2, 1, 1, 1)",0,28,FALSE
"(6, 5, 4, 3, 3, 2, 2, 1, 1, 1)",3,28,FALSE
"(11, 4, 3, 3, 2, 2, 1, 1, 1)",4,28,FALSE
"(5, 5, 5, 3, 3, 2, 2, 1, 1, 1)",6,28,FALSE
"(10, 5, 3, 3, 2, 2, 1, 1, 1)",3,28,FALSE
"(9, 6, 3, 3, 2, 2, 1, 1, 1)",1,28,FALSE
"(8, 7, 3, 3, 2, 2, 1, 1, 1)",3,28,FALSE
"(15, 3, 3, 2, 2, 1, 1, 1)",4,28,FALSE
"(6, 4, 4, 4, 3, 2, 2, 1, 1, 1)",5,28,FALSE
"(5, 5, 4, 4, 3, 2, 2, 1, 1, 1)",1,28,FALSE
"(10, 4, 4, 3, 2, 2, 1, 1, 1)",8,28,FALSE
"(9, 5, 4, 3, 2, 2, 1, 1, 1)",0,28,FALSE
"(8, 6, 4, 3, 2, 2, 1, 1, 1)",3,28,FALSE
"(7, 7, 4, 3, 2, 2, 1, 1, 1)",5,28,FALSE
"(14, 4, 3, 2, 2, 1, 1, 1)",1,28,FALSE
"(8, 5, 5, 3, 2, 2, 1, 1, 1)",3,28,FALSE
"(7, 6, 5, 3, 2, 2, 1, 1, 1)",4,28,FALSE
"(13, 5, 3, 2, 2, 1, 1, 1)",8,28,FALSE
"(6, 6, 6, 3, 2, 2, 1, 1, 1)",9,28,FALSE
"(12, 6, 3, 2, 2, 1, 1, 1)",8,28,FALSE
"(11, 7, 3, 2, 2, 1, 1, 1)",2,28,FALSE
"(10, 8, 3, 2, 2, 1, 1, 1)",6,28,FALSE
"(9, 9, 3, 2, 2, 1, 1, 1)",0,28,FALSE
"(18, 3, 2, 2, 1, 1, 1)",5,28,FALSE
"(5, 4, 4, 4, 4, 2, 2, 1, 1, 1)",1,28,FALSE
"(9, 4, 4, 4, 2, 2, 1, 1, 1)",0,28,FALSE
"(8, 5, 4, 4, 2, 2, 1, 1, 1)",3,28,FALSE
"(7, 6, 4, 4, 2, 2, 1, 1, 1)",2,28,FALSE
"(13, 4, 4, 2, 2, 1, 1, 1)",5,28,FALSE
"(7, 5, 5, 4, 2, 2, 1, 1, 1)",0,28,FALSE
"(6, 6, 5, 4, 2, 2, 1, 1, 1)",5,28,FALSE
"(12, 5, 4, 2, 2, 1, 1, 1)",0,28,FALSE
"(11, 6, 4, 2, 2, 1, 1, 1)",3,28,FALSE
"(10, 7, 4, 2, 2, 1, 1, 1)",4,28,FALSE
"(9, 8, 4, 2, 2, 1, 1, 1)",7,28,FALSE
"(17, 4, 2, 2, 1, 1, 1)",0,28,FALSE
"(6, 5, 5, 5, 2, 2, 1, 1, 1)",3,28,FALSE
"(11, 5, 5, 2, 2, 1, 1, 1)",5,28,FALSE
"(10, 6, 5, 2, 2, 1, 1, 1)",1,28,FALSE
"(9, 7, 5, 2, 2, 1, 1, 1)",2,28,FALSE
"(8, 8, 5, 2, 2, 1, 1, 1)",6,28,FALSE
"(16, 5, 2, 2, 1, 1, 1)",3,28,FALSE
"(9, 6, 6, 2, 2, 1, 1, 1)",7,28,FALSE
"(8, 7, 6, 2, 2, 1, 1, 1)",3,28,FALSE
"(15, 6, 2, 2, 1, 1, 1)",0,28,FALSE
"(7, 7, 7, 2, 2, 1, 1, 1)",7,28,FALSE
"(14, 7, 2, 2, 1, 1, 1)",3,28,FALSE
"(13, 8, 2, 2, 1, 1, 1)",0,28,FALSE
"(12, 9, 2, 2, 1, 1, 1)",3,28,FALSE
"(11, 10, 2, 2, 1, 1, 1)",2,28,FALSE
"(21, 2, 2, 1, 1, 1)",5,28,FALSE
"(5, 3, 3, 3, 3, 3, 3, 2, 1, 1, 1)",1,28,FALSE
"(4, 4, 3, 3, 3, 3, 3, 2, 1, 1, 1)",8,28,FALSE
"(8, 3, 3, 3, 3, 3, 2, 1, 1, 1)",6,28,FALSE
"(7, 4, 3, 3, 3, 3, 2, 1, 1, 1)",8,28,FALSE
"(6, 5, 3, 3, 3, 3, 2, 1, 1, 1)",0,28,FALSE
"(11, 3, 3, 3, 3, 2, 1, 1, 1)",7,28,FALSE
"(6, 4, 4, 3, 3, 3, 2, 1, 1, 1)",5,28,FALSE
"(5, 5, 4, 3, 3, 3, 2, 1, 1, 1)",6,28,FALSE
"(10, 4, 3, 3, 3, 2, 1, 1, 1)",4,28,FALSE
"(9, 5, 3, 3, 3, 2, 1, 1, 1)",1,28,FALSE
"(8, 6, 3, 3, 3, 2, 1, 1, 1)",2,28,FALSE
"(7, 7, 3, 3, 3, 2, 1, 1, 1)",3,28,FALSE
"(14, 3, 3, 3, 2, 1, 1, 1)",4,28,FALSE
"(5, 4, 4, 4, 3, 3, 2, 1, 1, 1)",2,28,FALSE
"(9, 4, 4, 3, 3, 2, 1, 1, 1)",8,28,FALSE
"(8, 5, 4, 3, 3, 2, 1, 1, 1)",3,28,FALSE
"(7, 6, 4, 3, 3, 2, 1, 1, 1)",5,28,FALSE
"(13, 4, 3, 3, 2, 1, 1, 1)",5,28,FALSE
"(7, 5, 5, 3, 3, 2, 1, 1, 1)",6,28,FALSE
"(6, 6, 5, 3, 3, 2, 1, 1, 1)",6,28,FALSE
"(12, 5, 3, 3, 2, 1, 1, 1)",0,28,FALSE
"(11, 6, 3, 3, 2, 1, 1, 1)",3,28,FALSE
"(10, 7, 3, 3, 2, 1, 1, 1)",0,28,FALSE
"(9, 8, 3, 3, 2, 1, 1, 1)",6,28,FALSE
"(17, 3, 3, 2, 1, 1, 1)",1,28,FALSE
"(4, 4, 4, 4, 4, 3, 2, 1, 1, 1)",3,28,FALSE
"(8, 4, 4, 4, 3, 2, 1, 1, 1)",8,28,FALSE
"(7, 5, 4, 4, 3, 2, 1, 1, 1)",4,28,FALSE
"(6, 6, 4, 4, 3, 2, 1, 1, 1)",0,28,FALSE
"(12, 4, 4, 3, 2, 1, 1, 1)",7,28,FALSE
"(6, 5, 5, 4, 3, 2, 1, 1, 1)",4,28,FALSE
"(11, 5, 4, 3, 2, 1, 1, 1)",0,28,FALSE
"(10, 6, 4, 3, 2, 1, 1, 1)",0,28,FALSE
"(9, 7, 4, 3, 2, 1, 1, 1)",7,28,FALSE
"(8, 8, 4, 3, 2, 1, 1, 1)",3,28,FALSE
"(16, 4, 3, 2, 1, 1, 1)",2,28,FALSE
"(5, 5, 5, 5, 3, 2, 1, 1, 1)",3,28,FALSE
"(10, 5, 5, 3, 2, 1, 1, 1)",4,28,FALSE
"(9, 6, 5, 3, 2, 1, 1, 1)",3,28,FALSE
"(8, 7, 5, 3, 2, 1, 1, 1)",6,28,FALSE
"(15, 5, 3, 2, 1, 1, 1)",1,28,FALSE
